"Board","Profession","Owner Name","Series","Modifier","Mail Address 1","Mail Address 2","Mail Address 3","Mail City","Mail State","Mail ZIP","Mail County","DBA","Location Address 1","Location Address 2","Location Address 3","Location City","Location State","Location ZIP","Location County","License Number","Primary Status","Secondary Status","Original Licensure Date","Effective Date","Expiration Date","Tax Stamp Designation","Smoking Designation","Retail Tobacco Indicator" 
"400","4005","TAMPA WINES LLC","JDBW","","22041  US HWY 19 N","","","CLEARWATER","FL","33765","62","ASPIRATIONS WINERY","22041 US HWY 19 N","","","CLEARWATER","FL","33765","62","WSL6210442","20","20","09/12/2018","11/14/2018","09/30/2024","","",""
"400","4005","CARIBBEAN SPIRITS INC","IMPR","","6360 JOHNSTON ROAD","","","ZOLFO SPRINGS","FL","33890","35","CARIBBEAN SPIRITS INC","6360 JOHNSTON ROAD","","","ZOLFO SPRINGS","FL","33890","35","WSL3500001","20","20","11/14/2018","11/03/2021","09/30/2024","","",""
"400","4005","CHAINBRIDGE DISTILLERY LLC","DD","CD","3500 NE 11TH AVE","","","OAKLAND PARK","FL","33334","16","CHAINBRIDGE DISTILLERY LLC","3500 NE 11TH AVE","","","OAKLAND PARK","FL","33334","16","WSL1616971","20","20","10/02/2018","10/15/2018","09/30/2025","","",""
"400","4005","INDIAN RIVER BEVERAGE CORPORATION","IMPR","","PO BOX 523","","","CAPE CANAVERAL","FL","32920","15","CARIB BREWERY USA","200 IMPERIAL BLVD","","","CAPE CANAVERAL","FL","32920","15","WSL1505433","20","20","09/25/2018","10/19/2018","09/30/2024","","",""
"400","4005","VICE WINES LLC","IMPR","","333 HEMPSTEAD AVE, SUITE 205","","","MALVERNE","NY","11565","732","VICE WINES LLC","17201 COLLINS AVENUE #2505","","","SUNNY ISLES BEACH","FL","33160","23","WSL2326084","20","20","10/10/2018","03/08/2022","09/30/2025","","",""
"400","4005","AMELIA ISLAND BREWING COMPANY LLC","CMB","","960194 GATEWAY BLVD STE 101","","","FERNANDINA BEACH","FL","32034","55","TAVERN BY AIBC; ALLEY BY AIBC; AMELIA TAVERN","318 CENTRE STREET","","","FERNANDINA BEACH","FL","32034","55","WSL5500747","20","20","10/01/2018","11/07/2018","09/30/2024","","",""
"400","4005","IMPERO WINE DISTRIBUTORS SOUTH FLORIDA INC","KLD","","1577 SW 1ST WAY","BAY E19","","DEERFIELD BEACH","FL","33441","16","IMPERO WINE DISTRIBUTORS SOUTH FLORIDA INC","1577 SW 1ST WAY","BAY E19-20","","DEERFIELD BEACH","FL","33441","16","WSL1616973","20","20","10/05/2018","01/05/2024","03/31/2025","","",""
"400","4005","DEL WINE LLC","JDBW","","17401 NW 2ND AVENUE, #103","","","MIAMI","FL","33169","23","DEL WINE","17401 NW 2ND AVENUE, #103","","","MIAMI","FL","33169","23","WSL2326085","20","20","10/12/2018","11/08/2018","03/31/2025","","",""
"400","4005","NJOY SPIRITS LLC","AMW","","7237 WILD BUCK ROAD","","","WEEKI WACHEE","FL","34613","37","NJOY SPIRITS LLC","7237 WILD BUCK ROAD","","","WEEKI WACHEE","FL","34613","37","WSL3701231","20","20","10/19/2018","05/23/2019","09/30/2025","","",""
"400","4005","CRAFT EXPORT SOLUTIONS LLC","MEXP","","27251 WESLEY CHAPEL BLVD STE 1039","","","WESLEY CHAPEL","FL","33544","61","CRAFT EXPORT SOLUTIONS LLC","27251 WESLEY CHAPEL BLVD STE 1039","","","WESLEY CHAPEL","FL","33544","61","WSL6103066","20","20","10/17/2018","11/30/2023","09/30/2024","","",""
"400","4005","BREW THEORY LLC","CMB","","400 PITTMAN STREET","SUITE A","","ORLANDO","FL","32801","58","BREW THEORY","400 PITTMAN STREET","SUITE A","","ORLANDO","FL","32801","58","WSL5808832","20","20","12/26/2018","12/26/2018","09/30/2024","","",""
"400","4005","WILD ANIMALS BREWING LLC","CMB","","2685 NW 105 AVENUE","","","DORAL","FL","33172","23","TRIPPING ANIMALS BREWING","2685 NW 105 AVENUE","","","DORAL","FL","33172","23","WSL2326087","20","20","10/23/2018","11/21/2018","09/30/2024","","",""
"400","4005","GARY'S BREW INC","AMW","","3403 GULF BEACH HWY","","","PENSACOLA","FL","32507","27","WANDERING OAKS WINERY","208 NEWMAN AVE","","","PENSACOLA","FL","32507","27","WSL2703781","20","20","01/03/2019","01/03/2019","09/30/2025","","",""
"400","4005","FISHWEIR BREWING COMPANY LLC","CMB","","1183 EDGEWOOD AVE S","","","JACKSONVILLE","FL","32205","26","FISHWEIR BREWING COMPANY","1183 EDGEWOOD AVENUE S","","","JACKSONVILLE","FL","32205","26","WSL2608225","20","20","10/25/2018","10/08/2019","09/30/2024","","",""
"400","4005","OVIEDO BREWING COMPANY LLC","CMB","","1280 OVIEDO MALL BOULEVARD","UNIT 1095","","OVIEDO","FL","32765","69","OVIEDO BREWING COMPANY","1700 OVIEDO MALL BOULEVARD","","","OVIEDO","FL","32765","69","WSL6903115","20","20","10/24/2018","11/16/2018","09/30/2024","","",""
"400","4005","MHW LTD COMPANY","KLD","","1129 NORTHERN BLVD.","SUITE #312","","MANHASSET","NY","11030","732","MHW LTD COMPANY","3315 SW 11TH AVENUE","","","FORT LAUDERDALE","FL","33315","16","WSL1616975","20","20","10/31/2018","12/06/2018","03/31/2025","","",""
"400","4005","TRIDENT EXPORTS, LLC","MEXP","","3336 CHARLESTON ROAD","","","TALLAHASSEE","FL","32309","47","TRIDENT EXPORTS, LLC","3336 CHARLESTON ROAD","","","TALLAHASSEE","FL","32309","47","WSL4703247","20","20","11/15/2018","12/05/2018","09/30/2024","","",""
"400","4005","BAYSHORE BEVERAGE LLC","CMB","","670 MAIN STREET","","","SAFETY HARBOR","FL","34695","62","TROUBLED WATERS BREWING COMPANY","670 MAIN STREET","","","SAFETY HARBOR","FL","34695","62","WSL6210445","20","20","11/08/2018","10/01/2019","09/30/2024","","",""
"400","4005","OCEANSIDE DISTILLERY LLC","DD","CD","10090 S TROPICAL TRAIL","","","MERRITT ISLAND ","FL","32952","15","OCEANSIDE DISTILLERY LLC","240 WEST CENTRAL BLVD","","","CAPE CANAVERAL","FL","32920","15","WSL1505434","20","20","04/22/2019","11/04/2019","09/30/2025","","",""
"400","4005","LOGGERHEAD DISTILLERY LLC","DD","CD","124 W 2ND STREET","","","SANFORD","FL","32771","69","LOGGERHEAD DISTILLERY","120  & 124 W 2ND STREET","","","SANFORD","FL","32771","69","WSL6903116","20","20","12/18/2018","12/18/2018","09/30/2025","","",""
"400","4005","YEASTY BREWS LLC","CMB","","3944 NW 19TH ST","","","LAUDERHILL","FL","33311","16","YEASTY BREWS LLC","3944 NW 19TH ST","","","LAUDERHILL","FL","33311","16","WSL1616983","20","20","02/20/2019","02/20/2019","09/30/2024","","",""
"400","4005","SIDEWARD BREWING COMPANY LLC","CMB","","210 N BUMBY AVE SUITE C","","","ORLANDO","FL","32803","58","SIDEWARD BREWING CO","210 N BUMBY AVENUE","SUITE C","","ORLANDO","FL","32803","58","WSL5808830","20","20","12/17/2018","12/17/2018","09/30/2024","","",""
"400","4005","3 SONS BREWING CO LLC","CMB","","236 N FEDERAL HIGHWAY","","","DANIA BEACH","FL","33004","16","3 SONS BREWING CO","236 N FEDERAL HIGHWAY","UNIT #104","","DANIA BEACH","FL","33004","16","WSL1616979","20","20","01/08/2019","01/08/2019","09/30/2025","","",""
"400","4005","SIDEWARD BREWING COMPANY LLC","AMW","","210 N BUMBY AVE SUITE C","","","ORLANDO","FL","32803","58","SIDEWARD BREWING CO","210 N BUMBY AVENUE","SUITE C","","ORLANDO","FL","32803","58","WSL5808831","20","20","12/17/2018","12/17/2018","09/30/2024","","",""
"400","4005","LEGACY ALE WORKS LLC","CMB","","14965 OLD ST. AUGUSTINE RD. #129","","","JACKSONVILLE","FL","32258","26","LEGACY ALE WORKS","14965 OLD ST. AUGUSTINE ROAD","UNITS 129 AND 130","","JACKSONVILLE","FL","32258","26","WSL2608227","20","20","02/15/2019","02/15/2019","09/30/2024","","",""
"400","4005","CITRUS DISTILLERS LLC","DD","CD","2222 HARPER ST","","","JACKSONVILLE","FL","32204","26","CITRUS DISTILLERS","2222 HARPER ST","","","JACKSONVILLE","FL","32204","26","WSL2608228","20","20","02/18/2019","02/18/2019","09/30/2025","","",""
"400","4005","BOLD CITY DOWNTOWN LLC","AMW","","2670-7 ROSSELLE STREET","","","JACKSONVILLE","FL","32204","26","BOLD CITY DOWNTOWN","109 EAST BAY STREET","","","JACKSONVILLE","FL","32202","26","WSL2608226","20","20","02/11/2019","02/11/2019","09/30/2024","","",""
"400","4005","PROOF BREWING CO","CMB","","1320 S MONROE ST","","","TALLAHASSEE","FL","32301","47","PROOF BREWING CO","1320 SOUTH MONROE STREET","","","TALLAHASSEE","FL","32301","47","WSL4703248","20","20","12/19/2018","02/27/2019","09/30/2024","","",""
"400","4005","WILD ROVER BREWING COMPANY LLC","CMB","","13921 LYNMAR BLVD","","","TAMPA","FL","33626","39","WILD ROVER BREWING COMPANY LLC","13921 LYNMAR BLVD","","","TAMPA","FL","33626","39","WSL3909322","20","20","12/21/2018","05/01/2020","09/30/2024","","",""
"400","4005","GOLDEN WINES LLC","JDBW","","8265 NW 56TH STREET","","","DORAL","FL","33166","23","GOLDEN WINES LLC","1815 NW 79TH AVE","","","DORAL","FL","33126","23","WSL2326097","20","20","12/26/2018","01/30/2019","03/31/2025","","",""
"400","4005","LSG SKY CHEFS NORTH AMERICA SOLUTIONS INC","MEXP","","5040 RIVERSIDE DRIVE","BLDG 1, STE 200","","IRVING","TX","75039","744","LSG SKY CHEFS NORTH AMERICA SOLUTIONS INC","8680 BEAR ROAD","","","ORLANDO","FL","32827","58","WSL5808834","20","20","01/14/2019","01/14/2019","09/30/2024","","",""
"400","4005","MEZCAL HUB LLC","IMPR","","748 MUIRFIELD CIR","","","ATLANTIS","FL","33462","60","MEZCAL HUB LLC","748 MUIRFIELD CIR","","","ATLANTIS","FL","33462","60","WSL6013054","20","20","01/15/2019","01/22/2019","09/30/2024","","",""
"400","4005","PLATINUM RESERVE DISTRIBUTION LLC","KLD","","PO BOX 5922","","","LAKELAND","FL","33807","63","PLATINUM RESERVE DISTRIBUTION LLC","3535 REYNOLDS RD","BAY 10","","LAKELAND","FL","33803","63","WSL6305046","20","20","01/16/2019","07/09/2019","03/31/2025","","",""
"400","4005","GULFCOAST TRADE LLC","IMPR","","13848 LUNA DR","","","NAPLES","FL","34109","21","GULFCOAST TRADE LLC","13848 LUNA DR","","","NAPLES","FL","34109","21","WSL2103782","20","20","04/05/2019","04/05/2019","09/30/2024","","",""
"400","4005","ZONIN USA INC","IMPR","","20807 BISCAYNE BLVD STE 320","","","AVENTURA","FL","33180","23","1821 FINE WINE & SPIRITS","20807 BISCAYNE BLVD, STE 320","","","AVENTURA","FL","33180","23","WSL2326101","20","20","01/23/2019","03/05/2019","09/30/2025","","",""
"400","4005","KROME BREWING COMPANY LLC","CMB","","17480 SW 232 STREET","","","MD MIAMI","FL","33170","23","KROME BREWING COMPANY","17480 SW 232 STREET","","","MD MIAMI","FL","33170","23","WSL2326103","20","20","02/05/2019","04/15/2019","09/30/2024","","",""
"400","4005","GUNNESS ENTERPRISES LLC","JDBW","","8914 SW 134TH COURT","","","MIAMI","FL","33186","23","GUNNESS ENTERPRISES LLC","12321 SW 133 COURT #18","","","MD MIAMI","FL","33186","23","WSL2326105","20","20","02/06/2019","04/12/2019","03/31/2025","","",""
"400","4005","SECRET GARDENS WINERY & FARM INC","AMW","","8222 W JOSEPHINE RD","","","SEBRING","FL","33875","38","SECRET GARDENS WINERY & FARM INC","420 BETHEA LANE","","","SEBRING","FL","33875","38","WSL3801161","20","20","02/06/2019","12/08/2023","09/30/2024","","",""
"400","4005","GSGG LLC","IMPR","","251 174TH STREET","","APT 1919","SUNNY ISLES BEACH","FL","33160","23","GSGG LLC","400 SUNNY ISLES BLVD #1701","","","SUNNY ISLES BEACH","FL","33160","23","WSL2326106","20","20","02/19/2019","02/19/2019","09/30/2024","","",""
"400","4005","CIVIL SOCIETY BREWING CO","CMB","","1200 TOWN CENTER DR","UNIT 101","","JUPITER","FL","33458","60","CIVIL SOCIETY BREWING CO","425 KANUGA DR","","","WEST PALM BEACH","FL","33401","60","WSL6013056","20","20","02/14/2019","03/06/2019","09/30/2024","","",""
"400","4005","SEITENBACHER AMERICA, LLC","JDBW","","11505 PERPETUAL DR","","","ODESSA","FL","33556","39","SEITENBACHER AMERICA, LLC","11505 PERPETUAL DR","","","ODESSA","FL","33556","61","WSL6103067","20","20","02/26/2019","02/26/2019","09/30/2024","","",""
"400","4005","AZALEA CITY BREWING COMPANY LLC","CMB","","120 SOUTH 7TH STREET","","","PALATKA","FL","32177","64","AZALEA CITY BREWING COMPANY","120 SOUTH 7TH STRET","","","PALATKA","FL","32177","64","WSL6400878","20","20","04/25/2019","04/25/2019","09/30/2024","","",""
"400","4005","MCLANE BEVERAGE DISTRIBUTION INC","KLD","","4747 MCLANE PARKWAY","","","TEMPLE","TX","76504","744","MCLANE BEVERAGE DISTRIBUTION INC","910 NW 50TH AVENUE","","","OCALA","FL","34482","52","WSL5202626","20","20","02/19/2019","05/08/2019","09/30/2025","","",""
"400","4005","H. R. RAMDHANI (USA) INC","MEXP","","10481 NW 36TH STREET","","","DORAL","FL","33178","23","S. L. RAMA INTERNATIONAL","10481 NW 36TH STREET","","","DORAL","FL","33178","23","WSL2326108","20","20","02/20/2019","06/01/2024","03/31/2025","","",""
"400","4005","WC AGENCY INC","MEXP","","400 26TH STREET","","","MIAMI ","FL","33127","23","WC AGENCY INC","6441 GARDEN CT","","","WEST PALM BEACH","FL","33411","60","WSL6013057","20","20","02/20/2019","06/01/2024","03/31/2025","","",""
"400","4005","STARBOARD HOLDINGS LTD INCORPORATED","MEXP","","9290 NW 112 AVE SUITE 1","","","MIAMI","FL","33178","23","STARBOARD HOLDINGS LTD INCORPORATED","9290 NW 112 AVE SUITE 1","","","MIAMI","FL","33178","23","WSL2326111","20","20","03/05/2019","05/19/2022","03/31/2025","","",""
"400","4005","VINTAGE FINE SPIRITS LLC","MEXP","","176 SOUTH HIBISCUS DRIVE","","","MIAMI BEACH","FL","33139","23","VINTAGE FINE SPIRITS LLC","176 SOUTH HIBISCUS DRIVE","","","MIAMI BEACH","FL","33139","23","WSL2326110","20","20","03/01/2019","04/08/2019","03/31/2025","","",""
"400","4005","G&R WINE SELECTIONS LLC","JDBW","","251 174TH STREET #1919","","","SUNNY ISLES BEACH","FL","33160","23","G&R WINE SELECTIONS","2300 WEST 8TH AVE","UNIT 5","","HIALEAH","FL","33010","23","WSL2326121","20","20","04/23/2019","05/05/2023","03/31/2025","","",""
"400","4005","ANK CRAFTS LLC","CMB","","3555 BAYSHORE DRIVE","","","NAPLES","FL","34112","21","ANKROLAB BREWING COMPANY","3555 BAYSHORE DR","","","NAPLES","FL","34112","21","WSL2103781","20","20","03/21/2019","06/14/2019","09/30/2025","","",""
"400","4005","AP ACQUISITIONS LLC","MEXP","","PO BOX 522131","","","MIAMI","FL","33152","23","AP ACQUISITIONS LLC","2801 NW 74TG AVE #114","","","MIAMI","FL","33122","23","WSL2326113","20","20","04/01/2019","06/01/2024","03/31/2025","","",""
"400","4005","FUN WINE (USA) LLC","IMPR","","20200 WEST DIXIE HIGHWAY","SUITE 806","","MIAMI","FL","33180","23","FUN WINE COMPANY","20200 WEST DIXIE HIGHWAY,","SUITE 806, 807","","AVENTURA","FL","33180","23","WSL2326116","20","20","04/08/2019","04/18/2019","09/30/2024","","",""
"400","4005","LSG SKY CHEFS NORTH AMERICA SOLUTIONS INC","MEXP","","5040 RIVERSIDE DRIVE","BLDG 1, STE 200","","IRVING","TX","75039","744","LSG SKY CHEFS NORTH AMERICA SOLUTIONS INC","4500 W TAMPA BAY BLVD","","","TAMPA","FL","33614","39","WSL3909327","20","20","04/02/2019","06/29/2019","09/30/2024","","",""
"400","4005","ARAGOSO SOUTH LLC","KLD","","1205 PINE AVENUE","","","ORLANDO","FL","32824","58","ARAGOSO SOUTH LLC","1205 - 07 PINE AVE","","","ORLANDO","FL","32824","58","WSL5808839","20","20","04/10/2019","06/07/2019","09/30/2024","","",""
"400","4005","GLOBAL MARKETS SUPPLY INC","KLD","","2688 NW 31 AVE","","","LAUDERDALE LAKES","FL","33311","16","GLOBAL MARKETS SUPPLY INC","2688 NW 31ST AVENUE","","","LAUDERDALE LAKES","FL","33311","16","WSL1616985","20","20","04/16/2019","05/29/2019","03/31/2025","","",""
"400","4005","RIVIGIN LLC","IMPR","","809 WALKERBILT ROAD","SUITE 7","","NAPLES","FL","34110","21","RIVIGIN LLC","809 WALKERBILT RD","#7","","NAPLES","FL","34110","21","WSL2103783","20","20","04/11/2019","06/12/2019","09/30/2024","","",""
"400","4005","SUN COAST LOADED CANNON DISTILLED SPIRITS LLC","DD","CD","3115 LAKEWOOD RANCH BLVD","SUITE 110","","BRADENTON","FL","34211","51","SUN COAST LOADED CANNON DISTILLED SPIRITS LLC","3115 LAKEWOOD RANCH BLVD","#110","","BRADENTON","FL","34211","51","WSL5102560","20","20","05/23/2019","05/23/2019","09/30/2025","","",""
"400","4005","BISLERI DISTILLERS & WINES CORP","MEXP","","7440 NW 107TH CT","","","DORAL","FL","33178","23","BISLERI","10764 NW 84TH STREET","UNIT 2-25","","DORAL","FL","33178","23","WSL2326119","20","20","04/23/2019","06/01/2024","03/31/2025","","",""
"400","4005","LITTLE GIANT BREWERY CORPORATION","CMB","","301 7TH ST EAST","","","BRADENTON","FL","34208","51","LITTLE GIANT BREWERY","301 7TH ST E","","","BRADENTON","FL","34208","51","WSL5102561","20","20","05/24/2019","05/24/2019","09/30/2024","","",""
"400","4005","RED WHITE & BEYOND LLC","JDBW","","4811 NW 35TH AVE STE A","","","MIAMI","FL","33142","23","RED WHITE & BEYOND LLC","4811 NW 35TH AVE STE A","","","MIAMI","FL","33142","23","WSL2325987","20","20","05/28/2019","05/28/2019","03/31/2025","","",""
"400","4005","FORT VISTA LLC","DD","CD","11 ST GEORGE STREET","UNIT A","","ST AUGUSTINE","FL","32084","65","CITY GATES BEVERAGE COMPANY","11 ST GEORGE ST","","","SAINT AUGUSTINE","FL","32084","65","WSL6501485","20","20","05/11/2019","10/01/2019","09/30/2025","","",""
"400","4005","SCARLET PHOENIX LLC","IMPR","","4803 W WOODMERE RD","","","TAMPA","FL","33609","39","PHOENIX IMPORTS","4803 W WOODMERE RD","","","TAMPA","FL","33609","39","WSL3909334","20","20","08/23/2019","03/02/2020","09/30/2025","","",""
"400","4005","HEALTH & ENERGY FOOD CORPORATION","KLD","","19390 COLLINS AVE","907","","SUNNY ISLES BEACH","FL","33160","23","HEALTH & ENERGY FOOD CORPORATION","10200 NW 110TH AVE., SUITE #8","","","MIAMI","FL","33178","23","WSL2326122","20","20","05/01/2019","04/25/2023","03/31/2025","","",""
"400","4005","HIGH SPRINGS BREWING COMPANY LLC","CMB","","1040 SE ADAMS ST","","","HIGH SPRINGS","FL","32643","11","HIGH SPRINGS BREWING COMPANY","18562 NW 237TH ST","","","HIGH SPRINGS","FL","32643","11","WSL1102355","20","20","05/03/2019","06/04/2019","09/30/2024","","",""
"400","4005","BELMONT INTERNATIONAL TRADING CORP","JDBW","","545 W 18 STREET","","","HIALEAH","FL","33010","23","BELMONT INTERNATIONAL TRADING CORP","545 W 18 STREET","","","HIALEAH","FL","33010","23","WSL2326123","20","20","05/07/2019","03/08/2022","03/31/2025","","",""
"400","4005","VIVID EXECUTIVE SEARCH LLC","MEXP","","231 HERITAGE ISLES WAY","","","BRADENTON","FL","34212","51","VIVID EXECUTIVE SEARCH","231 HERITAGE ISLES WAY","","","BRADENTON","FL","34212","51","WSL5102559","20","20","05/15/2019","06/01/2024","03/31/2025","","",""
"400","4005","RIVIGIN LLC","MEXP","","809 WALKERBILT ROAD","SUITE 7","","NAPLES","FL","34110","21","RIVIGIN LLC","809 WALKERBILT RD","#7","","NAPLES","FL","34110","21","WSL2103784","20","20","05/16/2019","05/16/2019","03/31/2025","","",""
"400","4005","ARTISAN TASTE LLC","MEXP","","3820 WATERCREST DR","","","LONGWOOD","FL","32779","69","YOUR WINE CELLAR","11411 NW 107 ST","SUITE 18","","MIAMI","FL","33178","23","WSL2326125","20","20","05/17/2019","06/01/2024","03/31/2025","","",""
"400","4005","MILAGROS LOGISTICS AND SOLUTIONS INC","MEXP","","617 SANTANDER AVE","","","CORAL GABLES","FL","33134","23","MILAGROS LOGISTICS AND SOLUTIONS INC","13499 BISCAYNE BLVD TS -1","","","NORTH MIAMI","FL","33181","23","WSL2326129","20","20","05/21/2019","05/28/2019","03/31/2025","","",""
"400","4005","H.T. HACKNEY CO","JDBW","","9330 ADAMO DRIVE EAST","","","TAMPA","FL","33619","39","H T HACKNEY CO (THE)","9330 ADAMO DRIVE EAST","","","TAMPA","FL","33619","39","WSL3909329","20","20","05/23/2019","08/17/2019","09/30/2024","","",""
"400","4005","KINDRED SPIRITS OF NORTH AMERICA INC","IMPR","","12000 BISCAYNE BOULEVARD","SUITE 218","MIAMI","MIAMI","FL","33181","23","KINDRED SPIRITS OF NORTH AMERICA","12000 BISCAYNE BLVD","SUITE  218","","MIAMI","FL","33181","23","WSL2326131","20","20","06/10/2019","06/27/2019","09/30/2025","","",""
"400","4005","SANTANNA & VF IMPORT AND EXPORT LLC","IMPR","","323 SUNNY ISLES BLVD 7TH FL","","","SUNNY ISLES BEACH","FL","33160","23","SANTANNA & VF IMPORT AND EXPORT LLC","1250 E HALLANDALE BEACH BLVD","SUITE 608","","HALLANDALE BEACH","FL","33009","16","WSL1616990","20","20","06/21/2019","02/21/2024","09/30/2025","","",""
"400","4005","CONSORTIUM WINE AND SPIRITS, LLC","IMPR","","340 NE 59TH TERRACE","","","MIAMI","FL","33137","23","CONSORTIUM WINE AND SPIRITS, LLC","340 NE 59TH TERRACE","","","MIAMI","FL","33176","23","WSL2326130","20","20","06/10/2019","07/09/2019","09/30/2024","","",""
"400","4005","HOURGLASS BREWERY LLC","CMB","","480 S RONALD REAGAN BLVD","STE 1020","","LONGWOOD","FL","32750","69","HOURGLASS BREWING","2500 CURRY FORD ROAD","SUITE 4","","ORLANDO","FL","32806","58","WSL5808840","20","20","06/11/2019","07/09/2019","09/30/2024","","",""
"400","4005","LAKE SENECA FARMS LLC","AMW","","36047 EAST LAKE SENECA ROAD","","","EUSTIS","FL","32736","45","LAKE SENECA FARMS LLC","36047 EAST LAKE SENECA ROAD","","","EUSTIS","FL","32736","45","WSL4502167","20","20","07/02/2019","07/02/2019","09/30/2024","","",""
"400","4005","DIVINITALY LLC","IMPR","","148 PORTO VECHIO WAY ","",""," PALM BEACH GARDENS","FL","33418","60","DIVINITALY LLC","9254 BALSAMO DRIVE","","","PALM BEACH GARDENS","FL","33412","60","WSL6013063","20","20","06/28/2019","11/05/2021","09/30/2024","","",""
"400","4005","HOUSE OF MOTOR BREWING LLC","BSA","","249 GRAND CONCOURSE","","","MIAMI SHORES","FL","33138","23","HOUSE OF MOTOR BREWING LLC","249 GRAND CONCOURSE","","","MIAMI SHORES","FL","33138","23","WSL2326132","20","20","06/17/2019","01/14/2021","09/30/2024","","",""
"400","4005","MARPEX, INC","MEXP","","7852 NW 71ST  STREET","","","MIAMI","FL","33166","23","MARPEX, INC","4674 NW 74TH AVE","","","MIAMI","FL","33166","23","WSL2326134","20","20","07/02/2019","06/01/2024","03/31/2025","","",""
"400","4005","MONSTER BREWING COMPANY LLC","CMB","","1800 PIKE ROAD","","","LONGMONT","CO","80501","706","MONSTER BREWING COMPANY LLC","3924 WEST SPRUCE STREET","","","TAMPA","FL","33607","39","WSL3909202","20","20","01/13/2020","01/13/2020","09/30/2025","","",""
"400","4005","NINE STATE BREWERY LLC","CMB","","200 TOMPKINS ST","","","INVERNESS","FL","34450","19","NINE STATE BREWERY","200 TOMPKINS ST","","","INVERNESS","FL","34450","19","WSL1901834","20","20","06/24/2019","07/03/2019","09/30/2024","","",""
"400","4005","OYSTER CITY BREWING COMPANY, LLC","CMB","","17 AVENUE D","","","APALACHICOLA","FL","32320","29","OYSTER CITY BREWING COMPANY","17 AVENUE D","","","APALACHICOLA","FL","32320","29","WSL2900488","20","20","08/15/2019","03/29/2024","09/30/2024","","",""
"400","4005","GIGGLEWATER IMPORTS LLC","IMPR","","5140  GATE PARKWAY","#5309","","JACKSONVILLE","FL","32256","26","GIGGLEWATER IMPORTS","3901 NW 79TH ST SUITE 245","","","MIAMI","FL","33116","23","WSL2326145","20","20","08/21/2019","08/21/2019","09/30/2024","","",""
"400","4005","MGB DISTRIBUTORS LLC","IMPR","","1015 PARK CENTRE BOULEVARD","","","MIAMI GARDENS","FL","33169","23","MGB DISTRIBUTORS LLC","16717 PARK CENTRE  BOULEVARD","","","MIAMI GARDENS","FL","33169","23","WSL2326135","20","20","07/10/2019","07/10/2019","09/30/2024","","",""
"400","4005","RABBIT HOLE BREW STATION INC","AMW","","5264 BEACHBLANKET CIRCLE","","","FORT PIERCE","FL","34949","66","RABBIT HOLE BREW STATION","7550 PRUITT RESEARCH RD","SUITE PRODUCTION SPACE","","FORT PIERCE","FL","34945","66","WSL6602323","20","20","08/09/2019","08/09/2019","09/30/2024","","",""
"400","4005","MIAMI BEER VENTURES LLC","AMW","","55 NW 25TH STREET","","","MIAMI","FL","33127","23","VEZA SUR BREWING CO","55 NW 25TH STREET","","","MIAMI","FL","33127","23","WSL2326141","20","20","08/06/2019","12/27/2019","09/30/2024","","",""
"400","4005","ETHAN HARPER","JDBW","","528 E VENICE AVENUE","APT B","","VENICE","FL","34285","68","CRAFT FARM DISTRIBUTION","253 WARFIELD AVE","#B","","VENICE","FL","34285","68","WSL6803633","20","20","07/22/2019","08/08/2024","03/31/2025","","",""
"400","4005","H T HACKNEY CO (THE)","JDBW","","9330 E ADAMO DRIVE","","","TAMPA","FL","33619","39","H T HACKNEY CO (THE)","3500 NE 4TH STREET","","","GAINESVILLE","FL","32609","11","WSL1102356","20","20","08/01/2019","04/22/2023","09/30/2024","","",""
"400","4005","N2 GROUP LLC","MEXP","","1826 NW 21 ST","","","MIAMI","FL","33142","23","GXP USA","1826 NW 21 ST","","","MIAMI","FL","33142","23","WSL2326138","20","20","07/18/2019","06/01/2024","03/31/2025","","",""
"400","4005","JLJ IMPORTING INC","JDBW","","709 S HARBOR CITY BLVD STE 540","","","MELBOURNE","FL","32901","15","JLJ IMPORTING INC","709 S HARBOR CITY BLVD STE 540","","","MELBOURNE","FL","32901","15","WSL1505435","20","20","08/14/2019","08/14/2019","03/31/2025","","",""
"400","4005","OLOGY BREWING COMPANY LLC","CMB","","118 E 6TH AVE","","","TALLAHASSEE","FL","32303","47","OLOGY BREWING CO","2708 POWER MILL COURT","UNIT E & F","","TALLAHASSEE","FL","32301","47","WSL4703249","20","20","07/25/2019","10/14/2019","09/30/2025","","",""
"400","4005","WINES BY SOPHIE INC","JDBW","","638 MALLARD DR","","","DELRAY BEACH","FL","33444","60","WINES BY SOPHIE INC","1220 TANGELO TERR","A-22","","DELRAY BEACH","FL","33444","60","WSL6013066","20","20","08/01/2019","08/19/2019","03/31/2025","","",""
"400","4005","THREE KEY'S BREWERY AND PUB LLC","CMB","","8099 S SAVANNAH CIRCLE","","","DAVIE","FL","33328","16","3 KEYS BREWING COMPANY","2505 MANATEE AVE E","","","BRADENTON","FL","34208","51","WSL5102549","20","20","10/15/2019","10/15/2019","09/30/2024","","",""
