"Board","Profession","Owner Name","Series","Modifier","Mail Address 1","Mail Address 2","Mail Address 3","Mail City","Mail State","Mail ZIP","Mail County","DBA","Location Address 1","Location Address 2","Location Address 3","Location City","Location State","Location ZIP","Location County","License Number","Primary Status","Secondary Status","Original Licensure Date","Effective Date","Expiration Date","Tax Stamp Designation","Smoking Designation","Retail Tobacco Indicator" 
"400","4005","MATTEDEN INC","KLD","","8667 ALEGRE CIRCLE","","","ORLANDO","FL","32836","58","WINELINK","4300 LB MCCLEOD ROAD","UNIT C","","ORLANDO","FL","32811","58","WSL5808669","20","20","06/02/2016","06/02/2016","09/30/2024","","",""
"400","4005","GARRAFEIRA WINE AND SPIRITS CORP","MEXP","","2660 NW 97TH AVENUE","","","DORAL","FL","33172","23","GARRAFEIRA WINE AND SPIRITS","2660 NW 97TH AVENUE","","","DORAL","FL","33172","23","WSL2325908","20","20","12/08/2015","06/01/2024","03/31/2025","","",""
"400","4005","SUNSHINE COAST IMPORTS LLC","MEXP","","PO BOX 223168","","","WEST PALM BEACH","FL","33422","60","SUNSHINE COAST IMPORTS LLC","921 NW 3RD STREET","UNIT B","","BOYNTON BEACH","FL","33435","60","WSL6013002","20","20","11/24/2015","06/01/2024","03/31/2025","","",""
"400","4005","JOYA INDUSTRIES INC","MEXP","","8875 NW 26 STREET","","","DORAL","FL","33172","23","JOYA INDUSTRIES INC","8875 NW 26 STREET","","","DORAL","FL","33172","23","WSL2325910","20","20","12/08/2015","06/01/2016","03/31/2025","","",""
"400","4005","CIL US INC","IMPR","","6810 N STATE ROAD 7","","","COCONUT CREEK","FL","33073","16","CIL US WINES & SPIRITS","2601 E OAKLAND PARK BLVD","SUITE 301","","FORT LAUDERDALE","FL","33306","16","WSL1616899","20","20","11/25/2015","12/16/2015","09/30/2024","","",""
"400","4005","WORLD ALLIANCE CORPORATION","MEXP","","248 NE 199 TERRACE","","","MD MIAMI","FL","33179","23","WORLD ALLIANCE CORPORATION","248 NE 199 TERRACE","","","MD MIAMI","FL","33179","23","WSL2325905","20","20","11/24/2015","12/23/2015","03/31/2025","","",""
"400","4005","INTERNATIONAL BONDED COURIERS INC","MEXP","","8401 NW 17TH STREET","","","DORAL","FL","33191","23","INTERNATIONAL BONDED COURIERS INC","8401 NW 17TH STREET","","","DORAL","FL","33191","23","WSL2325906","20","20","12/03/2015","04/11/2016","03/31/2025","","",""
"400","4005","BLUE BAYOU FARMS INC","DD","CD","26921 BLOOMFIELD AVE","","","YALAHA","FL","34797","45","YALAHA BOOTLEGGING COMPANY","26921 BLOOMFIELD AVE","","","YALAHA","FL","34797","45","WSL4502160","20","20","02/02/2016","12/26/2019","09/30/2024","","",""
"400","4005","GRACE DISTRIBUTORS LLC","KLD","","3100 NW 2ND AVE","#104","","BOCA RATON","FL","33431","60","GRACE DISTRIBUTORS LLC","3100 NW BOCA RATON BLVD","#104/105","","BOCA RATON","FL","33431","60","WSL6013003","20","20","11/24/2015","11/19/2019","03/31/2025","","",""
"400","4005","PARAMOUNT BEVERAGE DISTRIBUTORS LLC","KLD","","1020 SLIGH BOULEVARD","SUITE 8","","ORLANDO","FL","32806","58","PARAMOUNT BEVERAGE DISTRIBUTORS","1020 SLIGH BOULEVARD","","","ORLANDO","FL","32806","58","WSL5808782","20","20","12/08/2015","12/06/2023","09/30/2024","","",""
"400","4005","VOSS ENTERPRISES LLC","DD","CD","27306 OLD 41 RD., UNIT A","","","BONITA SPRINGS","FL","34135","46","ALLIGATOR BAY DISTILLERS","27306 OLD US 41","#A","","BONITA SPRINGS","FL","34135","46","WSL4605222","20","20","12/21/2015","12/21/2015","09/30/2024","","",""
"400","4005","BIG CYPRESS DISTILLERY LLC","DD","CD","13995 SW 144TH AVENUE","SUITE 206 AND 207","","MD MIAMI","FL","33186","23","BIG CYPRESS DISTILLERY LLC","13995 SW 144TH AVENUE SUITE 207","","","MD MIAMI","FL","33186","23","WSL2325914","20","20","12/16/2015","02/24/2021","09/30/2024","","",""
"400","4005","AFTERMATH WINE & SPIRITS LLC","KLD","","6916 4TH AVE","","","MIAMI BEACH","FL","33138","23","TWENTY-ONE WINE & SPIRITS","6916 NE 4 AVENUE","","","MIAMI","FL","33138","23","WSL2325915","20","20","12/22/2015","08/02/2022","03/31/2025","","",""
"400","4005","LIST DISTILLERY LLC","DD","CD","3680 EVANS AVENUE SUITE A","","","FORT MYERS","FL","33901","46","LIST DISTILLERY LLC","3680 EVANS AVE","#A","","FORT MYERS","FL","33901","46","WSL4605184","20","20","03/07/2016","01/18/2018","09/30/2025","","",""
"400","4005","BIG STORM PINELLAS LLC","CMB","","12707 49TH STREET NORTH","SUITE 500","","CLEARWATER","FL","33762","62","BIG STORM BREWING CO","12707 49TH STREET NORTH","","","CLEARWATER","FL","33762","62","WSL6210408","20","20","01/07/2016","02/17/2016","09/30/2024","","",""
"400","4005","BOG BREWING COMPANY","CMB","","137  MOHEGAN RD","","","ST AUGUSTINE","FL","32086","65","BOG BREWING COMPANY","218 WEST KING STREET","","","SAINT AUGUSTINE","FL","32084","65","WSL6501479","20","20","01/19/2016","11/08/2017","09/30/2024","","",""
"400","4005","WILD BORE IMPORTERS LLC","JDBW","","389 SOUTH LAKE DR. APT 1C","","","PALM BEACH","FL","33480","60","WILD BORE","1016 CLARE AVE.","#3","","WEST PALM BEACH","FL","33401","60","WSL6013006","20","20","01/15/2016","04/30/2019","03/31/2025","","",""
"400","4005","FREEDOM FRESH LLC","MEXP","","11001 NW 124 STREET","","","MEDLEY","FL","33178","23","FREEDOM FRESH LLC","11001 NW 124TH STREET","","","MEDLEY","FL","33178","23","WSL2325918","20","20","02/02/2016","06/01/2016","03/31/2025","","",""
"400","4005","HONDUEXPRESS CORP","MEXP","","929 NW 132 CT","","","MIAMI","FL","33182","23","HONDUEXPRESS CORP","4711 NW 79TH AVE 3-C","","","DORAL BRANCH","FL","33172","23","WSL2325924","20","20","02/29/2016","06/01/2024","03/31/2025","","",""
"400","4005","GROVE ROOTS BREWING COMPANY LLC","CMB","","302 THIRD STREET SW","","","WINTER HAVEN","FL","33880","63","GROVE ROOTS BREWING","302 THIRD STREET SW","","","WINTER HAVEN","FL","33880","63","WSL6305037","20","20","04/20/2016","04/20/2016","09/30/2024","","",""
"400","4005","SUPERB WINES INTERNATIONAL LLC","KLD","","657 E ROMANA ST","","","PENSACOLA","FL","32502","27","SUPERB WINES INTERNATIONAL LLC","4012 COMMONS DR W","SUITE 118","","DESTIN","FL","32541","56","WSL5602617","20","20","10/21/2016","10/21/2016","09/30/2024","","",""
"400","4005","HHB INTERNATIONAL BEVERAGES TRADING LLC","MEXP","","3631 EDGEWOOD AVE","","","FORT MYERS","FL","33916","46","HHB INTERNATIONAL BEVERAGES TRADING LLC","3631 EDGEWOOD AVE","","","FORT MYERS","FL","33916","46","WSL4605183","20","20","02/03/2016","06/01/2024","03/31/2025","","",""
"400","4005","BREW HUB LLC","AMW","","17209 CHESTERFIELD AIRPORT ROAD","","","ST LOUIS","MO","63005","725","BREW HUB LLC","3900 SOUTH FRONTAGE ROAD","BUILDING 700","","LAKELAND","FL","33815","63","WSL6305036","20","20","03/17/2016","04/26/2016","09/30/2024","","",""
"400","4005","KC INTERNATIONAL CLUB LLC","MEXP","","2623 SW 143 AVENUE","","","MIAMI","FL","33175","23","KCIC","2623 SW 143 AVENUE","","","MD MIAMI","FL","33175","23","WSL2325923","20","20","02/10/2016","06/01/2024","03/31/2025","","",""
"400","4005","ETONIAH CREEK WINERY LLC","AMW","","180 WILKINSON ROAD","","","PALATKA","FL","32177","64","ETONIAH CREEK WINERY LLC","162 WILKINSON ROAD","","","PALATKA","FL","32177","64","WSL6400875","20","20","03/28/2016","03/28/2016","09/30/2024","","",""
"400","4005","M & A MARKETING GROUP INC","JDBW","","1100 NW 33RD ST","","","POMPANO BEACH","FL","33064","16","BANDI FOODS","1100 NW 33RD ST","","","POMPANO BEACH","FL","33064","16","WSL1616909","20","20","04/19/2016","04/19/2016","03/31/2025","","",""
"400","4005","ARKANE ALEWORKS INC","CMB","","2480 EAST BAY DRIVE","SUITE 23","","LARGO","FL","33771","62","ARKANE ALEWORKS INC","2480 EAST BAY DRIVE","SUITE 23","","LARGO","FL","33771","62","WSL6210412","20","20","04/01/2016","04/01/2016","09/30/2024","","",""
"400","4005","ERIMEIN INTERNATIONAL DISTRIBUTION, LLC","IMPR","","385 BENNINGTON LANE","","","LAKE WORTH","FL","33467","60","ERIMEIN INTERNATIONAL DISTRIBUTION, LLC","385 BENNINGTON LANE","","","LAKE WORTH","FL","33467","60","WSL6013011","20","20","03/25/2016","05/06/2022","09/30/2024","","",""
"400","4005","WISD LLC","IMPR","","4320  MONSERRATE ST","","","CORAL GABLES","FL","33146","23","DOMAINE BOUSQUET","2665 SOUTH BAYSHORE DRIVE","SUITE 700","","MIAMI","FL","33133","23","WSL2325929","20","20","04/15/2016","06/26/2024","09/30/2025","","",""
"400","4005","WISMETTAC ASIAN FOODS INC","KLD","","13409 ORDEN DR.","","","SANTA FE SPRINGS","CA","90670","705","WISMETTAC ASIAN FOODS","1125 GILLS DR","SUITE 300","","ORLANDO","FL","32824","58","WSL5808786","20","20","04/07/2016","07/29/2016","09/30/2025","","",""
"400","4005","ELWOODS MIAMI LLC","MEXP","","188-190 NE 3RD AVE","","","MIAMI","FL","33132","23","ELWOODS BEVERAGE COLLECTION","188-190 NE 3RD AVE","","","MIAMI","FL","33132","23","WSL2325931","20","21","04/20/2016","06/05/2024","03/31/2025","","",""
"400","4005","WATERFRONT BREWERY, LLC","CMB","","P.O. BOX 4170","","","KEY WEST","FL","33041","54","WATERFRONT BREWERY","201 WILLIAM STREET, SUITE F","","","KEY WEST","FL","33040","54","WSL5402720","20","20","04/08/2016","08/24/2022","09/30/2025","","",""
"400","4005","CALUSA BREWING COMPANY LLC","CMB","","5701 DEREK AVE","","","SARASOTA","FL","34233","68","CALUSA BREWING COMPANY","5701 DEREK AVE","","","SARASOTA","FL","34233","68","WSL6803618","20","20","04/18/2016","05/11/2016","09/30/2024","","",""
"400","4005","DELVI, INC.","MEXP","","7925 NW 66TH ST","","","MIAMI","FL","33166","23","DELVI, INC.","7925 NW 66TH ST","","","MIAMI","FL","33166","23","WSL2325934","20","20","05/06/2016","05/06/2024","03/31/2025","","",""
"400","4005","WALKING TREE BREWERY LLC","CMB","","3209 DODGER RD","","","VERO BEACH","FL","32960","41","WALKING TREE BREWERY","3290 DODGER RD","","","VERO BEACH","FL","32960","41","WSL4101610","20","20","05/19/2016","05/19/2016","09/30/2024","","",""
"400","4005","PROPS CRAFT BREWERY LLC","CMB","","125 LOVEJOY ROAD NW","","","FORT WALTON BEACH","FL","32548","56","PROPS CRAFT BREWERY","125 LOVEJOY ROAD NW","","","FORT WALTON BEACH","FL","32548","56","WSL5602613","20","20","05/23/2016","03/26/2021","09/30/2024","","",""
"400","4005","SOUTHERN GLAZER'S WINE AND SPIRITS, LLC","MEXP","","1600 NW 163RD STREET SUITE 300","ATTN: TAMMY LOVE","","MIAMI","FL","33169","23","SGWS; SOUTHERN GLAZER'S OF FL; SOUTHERN WINE & SPIRITS OF FL","1600 NW 163RD STREET","","","MIAMI","FL","33169","23","WSL2325935","20","20","05/10/2016","05/10/2016","03/31/2025","","",""
"400","4005","PARADISE IMPORTS LLC","IMPR","","7801 PALENCIA WAY","","","DELRAY BEACH","FL","33446","60","GUBBA RUM","7801 PALENCIA WAY","","","DELRAY BEACH","FL","33446","60","WSL6013014","20","20","05/20/2016","06/08/2016","09/30/2024","","",""
"400","4005","3 DAUGHTERS CIDER LLC","AMW","","222 22ND ST S (SUITE C)","","","ST. PETERSBURG","FL","33712","62","3 DAUGHTERS CIDER LLC","222 22ND ST S (SUITE C)","","","ST. PETERSBURG","FL","33712","62","WSL6210417","20","20","08/29/2016","08/29/2016","09/30/2024","","",""
"400","4005","DEEP BREWING, LLC","CMB","","2524 CATHAY CT STE 2","","","TALLAHASSEE","FL","32308","47","DEEP BREWING COMPANY","2524 CATHAY CT UNIT 2","","","TALLAHASSEE","FL","32308","47","WSL4703244","20","20","05/13/2016","06/21/2016","09/30/2024","","",""
"400","4005","HELL 'N BLAZES BREWING COMPANY","CMB","","1002 E NEW HAVEN AVE","","","MELBOURNE","FL","32901","15","HELL 'N BLAZES BREWING COMPANY","1002 E NEW HAVEN AVE","","","MELBOURNE","FL","32901","15","WSL1505424","20","20","05/09/2016","09/03/2020","09/30/2025","","",""
"400","4005","GROUP PAZZI WINE IMPORTS LLC","KLD","","6104 31ST STREET E","","","BRADENTON","FL","34203","51","PAZZIONE WINE IMPORTS","6104 31ST ST E","","","BRADENTON","FL","34203","51","WSL5102534","20","20","08/31/2016","07/18/2024","03/31/2025","","",""
"400","4005","TRADIST CORP","KLD","","PO BOX 560668","","","MIAMI","FL","33256","23","GRAND CUVEE","7214 NW 56 STREET","","","MD MIAMI","FL","33166","23","WSL2325936","20","20","05/17/2016","10/31/2016","03/31/2025","","",""
"400","4005","TRADING PARTNERS & CO","MEXP","","6161 BLUE LAGOON DRIVE, SUITE 150","","","MIAMI","FL","33126","23","TRADING PARTNERS & CO","6161 BLUE LAGOON DRIVE, SUITE 150","","","MIAMI","FL","33126","23","WSL2325937","20","20","05/19/2016","06/01/2024","03/31/2025","","",""
"400","4005","MASTRYS BREWING CO LLC","CMB","","2844 67TH WAY N","","","ST. PETERSBURG","FL","33710","62","MASTRYS BREWING CO","7701 BLIND PASS RD","","","ST.PETE BEACH","FL","33707","62","WSL6210415","20","20","05/27/2016","07/29/2016","09/30/2024","","",""
"400","4005","SAMACA, LLC","JDBW","","8332 NW 68 STREET","","","MIAMI","FL","33166","23","SAMACA LLC","8332 NW 68 STREET","","","MIAMI","FL","33166","23","WSL2325939","20","20","05/27/2016","07/12/2018","03/31/2025","","",""
"400","4005","SKY GLOBAL PURCHASING INC","MEXP","","2241 LAUREL PINE LN","","","ORLANDO","FL","32837","58","SKY GLOBAL PURCHASING INC","2241 LAUREL PINE LN","","","ORLANDO","FL","32837","58","WSL5808788","20","20","05/24/2016","11/30/2023","09/30/2024","","",""
"400","4005","SAILFISH BREWING COMPANY INC","CMB","","130 N 2ND ST 130 N 2ND STREET","","FORT PIERCE","FORT PIERCE","FL","34950","66","SAILFISH BREWING COMPANY","130 N 2ND ST","","","FORT PIERCE","FL","34950","66","WSL6602314","20","20","06/09/2016","11/26/2019","09/30/2024","","",""
"400","4005","CAVALIER SPIRITS LLC","KLD","","3960 FRONTAGE ROAD SOUTH","SUITE 820","","LAKELAND","FL","33815","63","CAVALIER DISTRIBUTING FLORIDA","11760 MIRAMAR PARKWAY","SUITE 600","","MIRAMAR","FL","33027","16","WSL1616912","20","20","06/01/2016","11/07/2022","03/31/2025","","",""
"400","4005","VENEZIA DISTRIBUTORS,LLC","MEXP","","8305 NW 27 STREET UNIT 115","","","DORAL","FL","33122","23","VENEZIA DISTRIBUTORS","8305 NW 27 STREET UNIT 115","","","DORAL","FL","33122","23","WSL2326181","20","20","06/13/2016","05/31/2017","03/31/2025","","",""
"400","4005","INLET BREWING COMPANY, INC.","BSA","","4448 NICOLE CIRCLE","","","JUPITER","FL","33469","60","INLET BREWING COMPANY INC","4448 NICOLE CIRCLE","","","JUPITER","FL","33469","60","WSL6013016","20","20","06/21/2016","08/06/2016","09/30/2024","","",""
"400","4005","M & C OF ORLANDO LLC","KLD","","PO BOX 770433","","","ORLANDO","FL","32877","58","M & C OF ORLANDO LLC","690 4TH STREET","","","ORLANDO","FL","32824","58","WSL5808795","20","20","08/17/2016","08/17/2016","09/30/2024","","",""
"400","4005","KROME BREWING COMPANY LLC","AMW","","17480 SW 232 STREET","","","MD MIAMI","FL","33170","23","KROME BREWING COMPANY LLC","17480 SW 232 STREET","","","MD MIAMI","FL","33170","23","WSL2325946","20","20","06/30/2016","07/25/2016","09/30/2024","","",""
"400","4005","NFK CORPORATION","MEXP","","11868 SW 80TH TERR","","","MD MIAMI","FL","33183","23","NFK CORPORATION","8150 SW 118 PLACE","","","MD MIAMI","FL","33183","23","WSL2325949","20","20","07/20/2016","06/01/2024","03/31/2025","","",""
"400","4005","BISSARO BROTHERS CULINARY LLC","JDBW","","1747 INDEPENDENCE BLVD E10","","","SARASOTA","FL","34234","68","BBC WINE IMPORTS","1747 INDEPENDENCE BLVD","#10 E","","SARASOTA","FL","34234","68","WSL6803635","20","20","07/08/2016","05/08/2018","03/31/2025","","",""
"400","4005","SBC SANFORD LLC","CMB","","400 S. SANFORD AVENUE","","","SANFORD","FL","32771","69","SANFORD BREWING COMPANY","400 S SANFORD AVE","","","SANFORD","FL","32771","69","WSL6903102","20","20","08/22/2016","08/22/2016","09/30/2024","","",""
"400","4005","C & D HOLDINGS INTERNATIONAL INC","MEXP","","28540 SW 144TH AVENUE","","","HOMESTEAD","FL","33033","23","C & D HOLDINGS INTERNATIONAL INC","28540 SW 144TH AVENUE","","","HOMESTEAD","FL","33033","23","WSL2325953","20","20","08/18/2016","06/01/2024","03/31/2025","","",""
"400","4005","JACKSONTUCKY DISTILLERY INC","DD","CD","1100 SHETTER AVENUE #103","","","JACKSONVILLE BEACH","FL","32250","26","JACKSONTUCKY","1100 SHETTER AVENUE","UNIT 105","","JACKSONVILLE BEACH","FL","32250","26","WSL2608208","20","20","11/17/2016","11/17/2016","09/30/2025","","",""
"400","4005","BURLOCK AND BARREL DISTILLERS OF FLORIDA LLC","DD","CD","417 MAGNOLIA STREET","","","JACKSONVILLE","FL","32204","26","BURLOCK AND BARREL DISTILLERY","417 MAGNOLIA STREET","","","JACKSONVILLE","FL","32204","26","WSL2608205","20","20","08/24/2016","10/11/2016","09/30/2024","","",""
"400","4005","NOMAD & COMPANY DISTRIBUTING LLC","JDBW","","7901 W 25TH #2","","","HIEALEAH","FL","33016","23","NOMAD & COMPANY DISTRIBUTING LLC","7901 W 25 AVENUE, UNIT #2","","","HIALEAH","FL","33016","23","WSL2325952","20","20","08/11/2016","06/13/2023","03/31/2025","","",""
"400","4005","ARIZONA BEVERAGE COMPANY LLC","JDBW","","60 CROSSWAYS PARK DR W","","","WOODBURY","NY","11797","732","SOUTHEAST DISTRIBUTION COMPANY","3150 SADDLE CREEK RD BLDG 16 STE A","","","LAKELAND","FL","33801","63","WSL6305038","20","20","10/03/2016","09/29/2017","03/31/2025","","",""
"400","4005","BRIX PROJECT BREWERY LLC","CMB","","5220 SOUTH WASHINGTON AVENUE","","","TITUSVILLE","FL","32780","15","BRIX PROJECT BREWERY LLC","5220 SOUTH WASHINGTON AVENUE","SUITE 1","","TITUSVILLE","FL","32780","15","WSL1505425","20","20","08/12/2016","10/06/2016","09/30/2024","","",""
"400","4005","TRD ENTERPRISES LLC","CMB","","929 EAST BAY STREET","","","JACKSONVILLE","FL","32202","26","INTUITION ALE WORKS","929 E BAY STREET","","","JACKSONVILLE","FL","32202","26","WSL2608204","20","20","08/22/2016","11/02/2016","09/30/2024","","",""
"400","4005","MANIFEST DISTILLING LLC","DD","CD","960 EAST FORSYTH STREET","","","JACKSONVILLE","FL","32202","26","MANIFEST","960 EAST FORSYTH STREET","","","JACKSONVILLE","FL","32202","26","WSL2608203","20","20","08/18/2016","01/27/2021","09/30/2024","","",""
"400","4005","FOUR SEAS DISTILLING COMPANY LLC","DD","CD","915 BUNKER VIEW DRIVE","","","APOLLO BEACH","FL","33572","39","COPPER BOTTOM CRAFT DISTILLERY","998 N BEACH STREET","","","HOLLY HILL","FL","32117","74","WSL7405801","20","20","10/11/2016","10/11/2016","09/30/2025","","",""
"400","4005","PERFECT BRANDS IMPORTING INC","IMPR","","1016 CLEMONS ST., 4TH FLOOR","","","JUPITER","FL","33477","60","PERFECT BRANDS IMPORTING INC","1016 CLEMONS ST. 4TH FLOOR","","","JUPITER","FL","33477","60","WSL6013019","20","20","09/27/2016","04/09/2024","09/30/2025","","",""
"400","4005","DUTY FREE CITY USA LLC","MEXP","","12602 NW 115TH AVE","","","MEDLEY","FL","33178","23","DUTY FREE CITY","5775 BLUE LAGOON DRIVE, SUITE 310","","","MIAMI","FL","33126","23","WSL2325954","20","20","08/19/2016","06/01/2024","03/31/2025","","",""
"400","4005","SOUTHERN GLAZERS WINE AND SPIRITS TRAVEL SALES AND EXPORT LLC","MEXP","","1600  NW 163 STREET","ATTN TAMMY LOVE","","MIAMI","FL","33169","23","WEBB BANKS","2400 SW 145TH AVENUE","","","MIRAMAR","FL","33027","16","WSL1616916","20","20","08/16/2016","05/31/2017","03/31/2025","","",""
"400","4005","ZEPHYRHILLS BREWING COMPANY LLC","CMB","","38530 5TH AVE","","","ZEPHYRHILLS","FL","33542","61","ZEPHYRHILLS BREWING COMPANY","38530 5TH AVE","","","ZEPHYRHILLS","FL","33542","61","WSL6103062","20","20","08/18/2016","10/18/2016","09/30/2024","","",""
"400","4005","RD AMERICA LLC","KLD","","17-10 WHITESTONE EXPRESSWAY","","","WHITESTONE","NY","11357","732","RESTAURANT DEPOT","17751 TAMIAMI TRL S","","","FORT MYERS","FL","33967","46","WSL4605186","20","20","08/29/2016","10/19/2016","03/31/2025","","",""
"400","4005","WICKED BARLEY BREWING COMPANY LLC","CMB","","4100 BAYMEADOWS ROAD","","","JACKSONVILLE","FL","32217","26","WICKED BARLEY","4100 BAYMEADOWS ROAD","","","JACKSONVILLE","FL","32217","26","WSL2608206","20","20","09/01/2016","02/22/2021","09/30/2024","","",""
"400","4005","SUNSHINE STATE DISTRIBUTING LLC","KLD","","6835 S. CONWAY ROAD, SUITE 350","","","ORLANDO","FL","32812","58","SUNSHINE STATE DISTRIBUTING LLC","6835 S CONWAY ROAD","SUITE 350","","ORLANDO","FL","32812","58","WSL5808797","20","20","09/06/2016","05/29/2024","09/30/2024","","",""
"400","4005","WICKED BARLEY BREWING COMPANY LLC","AMW","","4100 BAYMEADOWS ROAD","","","JACKSONVILLE","FL","32217","26","WICKED BARLEY","4100 BAYMEADOWS ROAD","","","JACKSONVILLE","FL","32217","26","WSL2608207","20","20","09/06/2016","02/22/2021","09/30/2024","","",""
"400","4005","SMT DUTY FREE INC","MEXP","","10005 NW 58TH STREET ","","","MIAMI","FL","33178","23","SMT DUTY FREE INC","8935 NW 27 ST","","","MIAMI","FL","33172","23","WSL2325956","20","20","09/13/2016","07/07/2020","03/31/2025","","",""
"400","4005","TERLEY LLC","IMPR","","10850 SW 92ND AVENUE","","","MD MIAMI","FL","33176","23","BELIKIN (USA)","10850 SW 92ND AVENUE","","","MD MIAMI","FL","33176","23","WSL2325959","20","20","09/23/2016","11/03/2019","09/30/2025","","",""
"400","4005","INCITY PROPERTY MANAGEMENT,LLC","KLD","","13 CLEARWATER LANE","","","SOUTH CAROLINA","SC","29926","741","SOUTH AFRICAN BEER","3560 INVESTMENT LANE","UNIT 102","","WEST PALM BEACH","FL","33404","60","WSL6013018","20","20","09/21/2016","09/27/2017","03/31/2025","","",""
"400","4005","CUENI BREWING COMPANY LLC","CMB","","945 HUNTLEY AVE","","","DUNEDIN","FL","34698","62","CUENI BREWING COMPANY","945 HUNTLEY AVE","","","DUNEDIN","FL","34698","62","WSL6210419","20","20","10/18/2016","10/18/2016","09/30/2024","","",""
"400","4005","COMPU-KING INC","MEXP","","8354 NW 68TH STREET","","","MIAMI","FL","33166","23","COMPU-KING INC","8354 NW 68 ST","","","MIAMI","FL","33166","23","WSL2326553","20","20","11/03/2016","06/01/2024","03/31/2025","","",""
"400","4005","REDLIGHT. REDLIGHT LLC","CMB","","2810 CORRINE DR","","","ORLANDO","FL","32803","58","REDLIGHT REDLIGHT","2810 CORRINE DR","","","ORLANDO","FL","32803","58","WSL5808798","20","20","10/03/2016","12/06/2016","09/30/2024","","",""
"400","4005","MEDITERRANEO TRADE INC","JDBW","","345 COMMERCIAL STREET","","","CASSELBERRY","FL","32707","69","MEDITERRANEO ITALIAN WINE","345 COMMERCIAL STREET","","","CASSELBERRY","FL","32707","69","WSL6900040","20","20","10/10/2016","10/29/2018","09/30/2024","","",""
"400","4005","MCARTHUR & MURRAY IMPORTS LLC","MEXP","","1118 25TH STREET","UNIT 2","","WEST PALM BEACH","FL","33407","60","ARTISAN PROVISIONS","1118 25TH STREET","UNIT 2","","WEST PALM BEACH","FL","33407","60","WSL6013020","20","20","10/17/2016","06/01/2024","03/31/2025","","",""
"400","4005","KEYS' MEADS LLC","AMW","","217 GASPARILLA DR","","","KEY LARGO","FL","33037","54","KEYS' MEADS LLC","99411 OVERSEAS HWY UNIT 6","","","KEY LARGO","FL","33037","54","WSL5402721","20","20","10/21/2016","01/24/2019","09/30/2024","","",""
"400","4005","FABRICMASTER, LLC","MEXP","","1638 NW 82ND AVE","","","MIAMI","FL","33126","23","FABRICMASTER LLC","7361 NW 35TH STREET","","","MIAMI","FL","33122","23","WSL2325962","20","20","10/12/2016","06/01/2024","03/31/2025","","",""
"400","4005","SCOTTYS BIERWERKS LLC","CMB","","901 E INDUSTRIAL CIRCLE","UNITS 1-3","","CAPE CORAL","FL","33909","46","SCOTTYS BIERWERKS LLC","901 E INDUSTRIAL CIR","#1 - 3","","CAPE CORAL","FL","33909","46","WSL4605189","20","20","12/08/2016","08/31/2022","09/30/2024","","",""
"400","4005","COLLIER BREWING COMPANY LLC","CMB","","1514 IMMOKALEE RD","UNIT 105","","NAPLES","FL","34110","21","BONE HOOK BREWING COMPANY","1514 IMMOKALEE RD","#106, 107","","NAPLES","FL","34110","21","WSL2103772","20","20","10/28/2016","11/15/2016","09/30/2024","","",""
"400","4005","LOUIS VORDEAUX WINERY LLC","JDBW","","999 NW 53 ST","","","FORT LAUDERDALE","FL","33309","16","LOUIS VORDEAUX WINERY LLC","977 NW 53 ST","","","FORT LAUDERDALE","FL","33309","16","WSL1616929","20","20","01/11/2017","07/09/2024","03/31/2025","","",""
"400","4005","YOUR WINE CELLAR LLC","MEXP","","4045 FIVE FORK TRICKUM RD.","SUITE D205","","LILBURN","GA","30047","710","PHOENIX INTERNATIONAL WINE AND SPIRITS","11725 NW 100 RD","SUITE A","","MIAMI","FL","33178","23","WSL1616924","20","20","11/03/2016","05/02/2023","03/31/2025","","",""
"400","4005","BLACKADDER BREWING COMPANY LLC","CMB","","1000 NW 51ST TERRACE","","","GAINESVILLE","FL","32605","11","BLACKADDER BREWING COMPANY LLC","618 NW 60TH STREET","SUITE A","","GAINESVILLE","FL","32607","11","WSL1102351","20","20","12/01/2016","12/01/2016","09/30/2024","","",""
"400","4005","OLD COAST ALES INC","CMB","","300 ANASTASIA BLVD.","","","SAINT AUGUSTINE","FL","32080","65","OLD COAST ALES INC","300 ANASTASIA BLVD","UNIT C","","SAINT AUGUSTINE","FL","32080","65","WSL6501480","20","20","11/16/2016","12/23/2016","09/30/2024","","",""
"400","4005","FRIENDS BEVERAGE GROUP LLC","MEXP","","20200  WEST DIXIE HWY.","SUITE 806 - 8TH FLOOR","","AVENTURA","FL","33180","23","FRIENDS BEVERAGE GROUP LLC","20200 WEST DIXIE HWY.","SUITE 806 - 8TH FLOOR","","AVENTURA","FL","33180","23","WSL2325972","20","20","12/21/2016","05/31/2017","03/31/2025","","",""
"400","4005","NAUGHTY MONK ALE WORKS LLC","CMB","","2507 LAKEWOOD RANCH BLVD","","","BRADENTON","FL","34211","51","BIG TOP BREWERS COLLECTIVE","2507 LAKEWOOD RANCH BLVD","","","BRADENTON","FL","34211","51","WSL5102548","20","20","11/15/2016","02/08/2023","09/30/2024","","",""
"400","4005","SUMMER CRUSH VINEYARD & WINERY, LLC","JDBW","","437 ROUSE RD","","","FORT PIERCE","FL","34946","66","SUMMER CRUSH VINEYARD & WINERY","4200 JOHNSTON RD","","","FORT PIERCE","FL","34951","66","WSL6602316","20","20","01/10/2017","01/10/2017","03/31/2025","","",""
